name,problem,method,k,d4_time_s,d4_status,d4_result,model_count,kissat_time_s,kissat_status,kissat_result,d4_timeout,kissat_timeout,model_count_plus1,d4_speedup_vs_method_k0,kissat_speedup_vs_method_k0,models_ratio_vs_method_k0,tool_time_s,tool_runs,amortized_tool_time_s,total_d4_time_s,total_kissat_time_s,tool_share_total_d4,tool_share_total_kissat,d4_net_speedup_vs_method_k0,kissat_net_speedup_vs_method_k0
latinsq_lsq8_randtrans_k200,latinsq_lsq8,randtrans,200,10105.2,n,,,0.09,s,sat,True,False,,1.6406899418121361,0.06666666666666667,,4.261863946914673,1,4.261863946914673,10109.461863946915,4.351863946914673,0.0004215717912853142,0.9793192064141144,1.639999846294798,0.005033014894401953
latinsq_lsq8_randtrans_k300,latinsq_lsq8,randtrans,300,10009.1,n,,,0.112,s,sat,True,False,,1.6564426372001477,0.05357142857142857,,7.665485858917236,1,7.665485858917236,10016.765485858918,7.777485858917236,0.0007652655809641266,0.9855994595127953,1.6551766063009115,0.0028162051928541476
latinsq_lsq8_randtrans_k400,latinsq_lsq8,randtrans,400,11501.8,n,,,0.125,s,sat,True,False,,1.4414700307777915,0.048,,12.923858880996704,1,12.923858880996704,11514.723858880996,13.048858880996704,0.001122376796819915,0.9904206182977394,1.4398535393628853,0.0016785372777025093
latinsq_lsq8_randtrans_k500,latinsq_lsq8,randtrans,500,9869.59,n,,,0.104,s,sat,True,False,,1.6798570153370098,0.057692307692307696,,17.74216055870056,1,17.74216055870056,9887.3321605587,17.84616055870056,0.0017944335509911715,0.9941724159850565,1.6768442319691634,0.0012273225936294753
latinsq_lsq8_satsuma_k0,latinsq_lsq8,satsuma,0,28681.2,n,,,0.005,s,sat,True,False,,1.0,1.0,,0.0,1,0.0,28681.2,0.005,0.0,0.0,1.0,1.0
latinsq_lsq8_satsuma_k100,latinsq_lsq8,satsuma,100,21402.8,n,,,0.006,s,sat,True,False,,1.3400676546993853,0.8333333333333334,,0.018758535385131836,1,0.018758535385131836,21402.818758535384,0.024758535385131834,8.764516298887493e-07,0.7576593321589143,1.3400664801949052,0.20195055653423807
latinsq_lsq8_satsuma_k200,latinsq_lsq8,satsuma,200,15583.4,n,,,0.007,s,sat,True,False,,1.8404969390505281,0.7142857142857143,,0.0318453311920166,1,0.0318453311920166,15583.431845331192,0.0388453311920166,2.0435377462479476e-06,0.8197981640213529,1.8404931779255613,0.12871559712760508
latinsq_lsq8_satsuma_k300,latinsq_lsq8,satsuma,300,5843.81,n,,,0.008,s,sat,True,False,,4.907962442310753,0.625,,0.07993531227111816,1,0.07993531227111816,5843.8899353122715,0.08793531227111817,1.3678442468278071e-05,0.909024033765471,4.907895309028849,0.05685997889658055
latinsq_lsq8_satsuma_k400,latinsq_lsq8,satsuma,400,3825.15,n,,,0.007,s,sat,True,False,,7.498058899650994,0.7142857142857143,,0.1629340648651123,1,0.1629340648651123,3825.312934064865,0.1699340648651123,4.259365643374301e-05,0.9588075527672668,7.497739529906302,0.02942317659480943
latinsq_lsq8_satsuma_k500,latinsq_lsq8,satsuma,500,3223.65,n,,,0.011,s,sat,True,False,,8.897119724535852,0.4545454545454546,,0.28479886054992676,1,0.28479886054992676,3223.93479886055,0.29579886054992677,8.833890209274224e-05,0.9628125680418456,8.896333762747599,0.01690337816279745
latinsq_lsq9_gen2_k0,latinsq_lsq9,gen2,0,34465.6,n,,,0.006,s,sat,True,False,,1.0,1.0,,0.031613826751708984,1,0.031613826751708984,34465.63161382675,0.03761382675170898,9.172565617229631e-07,0.8404841911032785,1.0,1.0
latinsq_lsq9_gen2_k142,latinsq_lsq9,gen2,142,27530.6,n,,,0.031,s,sat,True,False,,1.2519015204899275,0.1935483870967742,,0.3005225658416748,1,0.3005225658416748,27530.90052256584,0.33152256584167483,1.091582767499196e-05,0.906492036458222,1.2518890032520666,0.11345781743759853
latinsq_lsq9_gen2_k284,latinsq_lsq9,gen2,284,34634.1,n,,,0.058,s,sat,True,False,,0.9951348526452254,0.10344827586206896,,1.1309030055999756,1,1.1309030055999756,34635.2309030056,1.1889030055999756,3.265181077519069e-05,0.9512155325314107,0.9951032724553273,0.03163742254375688
latinsq_lsq9_gen2_k426,latinsq_lsq9,gen2,426,36010.0,n,,,0.092,s,sat,True,False,,0.9571119133574006,0.06521739130434782,,2.3140316009521484,1,2.3140316009521484,36012.31403160095,2.4060316009521485,6.4256676172533e-05,0.9617627632307104,0.9570512903886992,0.015633139122871002
latinsq_lsq9_gen2_k568,latinsq_lsq9,gen2,568,6274.46,n,,,0.143,s,sat,True,False,,5.492998600676392,0.04195804195804196,,3.9338724613189697,1,3.9338724613189697,6278.393872461319,4.0768724613189695,0.000626573060121947,0.9649240928293019,5.489561871070569,0.009226147520822856
latinsq_lsq9_gen2_k710,latinsq_lsq9,gen2,710,5172.25,n,,,0.197,s,sat,True,False,,6.663560346077626,0.03045685279187817,,5.822478532791138,1,5.822478532791138,5178.072478532791,6.019478532791138,0.0011244490217025582,0.9672729126074889,6.656073617492623,0.006248685255177419
latinsq_lsq9_neighbors_k0,latinsq_lsq9,neighbors,0,36005.7,n,,,0.008,s,sat,True,False,,1.0,1.0,,0.0,1,0.0,36005.7,0.008,0.0,0.0,1.0,1.0
latinsq_lsq9_neighbors_k142,latinsq_lsq9,neighbors,142,15584.3,n,,,0.045,s,sat,True,False,,2.310382885339733,0.17777777777777778,,1.9965100288391113,1,1.9965100288391113,15586.296510028838,2.0415100288391113,0.00012809393351104786,0.9779574925597653,2.310086939308033,0.0039186679893750695
latinsq_lsq9_neighbors_k284,latinsq_lsq9,neighbors,284,10234.5,n,,,0.131,s,sat,True,False,,3.51807122966437,0.061068702290076333,,8.027361154556274,1,8.027361154556274,10242.527361154556,8.158361154556275,0.0007837285536576214,0.9839428535316999,3.515314016787881,0.0009805890973007695
latinsq_lsq9_neighbors_k426,latinsq_lsq9,neighbors,426,10440.6,n,,,0.123,s,sat,True,False,,3.4486236423194065,0.06504065040650407,,19.182993173599243,1,19.182993173599243,10459.7829931736,19.305993173599244,0.0018339762102252694,0.9936289213979314,3.442298948601372,0.0004143790960695004
latinsq_lsq9_neighbors_k568,latinsq_lsq9,neighbors,568,8377.55,n,,,0.394,s,sat,True,False,,4.297879451629653,0.02030456852791878,,30.116597652435303,1,30.116597652435303,8407.666597652435,30.5105976524353,0.0035820399515894665,0.9870864542055751,4.282484275726801,0.0002622039755213204
latinsq_lsq9_neighbors_k710,latinsq_lsq9,neighbors,710,12355.2,n,,,0.546,s,sat,True,False,,2.9142142579642574,0.014652014652014652,,61.5486626625061,1,61.5486626625061,12416.748662662507,62.0946626625061,0.004956906540887355,0.9912069737302932,2.8997687702474075,0.0001288355497392942
latinsq_lsq9_nongen_k0,latinsq_lsq9,nongen,0,36007.8,n,,,0.007,s,sat,True,False,,1.0,1.0,,0.029611825942993164,1,0.029611825942993164,36007.829611825946,0.03661182594299316,8.223718636256777e-07,0.8088049470436295,1.0,1.0
latinsq_lsq9_nongen_k142,latinsq_lsq9,nongen,142,31309.1,n,,,0.046,s,sat,True,False,,1.150074578956278,0.15217391304347827,,2.2390851974487305,1,2.2390851974487305,31311.339085197447,2.2850851974487303,7.15103621520699e-05,0.9798694595495353,1.1499932824287538,0.016022083545886964
latinsq_lsq9_nongen_k284,latinsq_lsq9,nongen,284,22247.0,n,,,0.097,s,sat,True,False,,1.61854632085225,0.07216494845360824,,8.629164457321167,1,8.629164457321167,22255.62916445732,8.726164457321167,0.00038772952198098774,0.9888840050546357,1.617920093192924,0.004195637856936813
latinsq_lsq9_nongen_k426,latinsq_lsq9,nongen,426,31638.2,n,,,0.162,s,sat,True,False,,1.1381115234115722,0.043209876543209874,,17.401068210601807,1,17.401068210601807,31655.601068210603,17.563068210601806,0.0005496995041448264,0.9907760991384063,1.1374868395086632,0.002084591684321577
latinsq_lsq9_nongen_k568,latinsq_lsq9,nongen,568,13122.6,n,,,0.324,s,sat,True,False,,2.743953180010059,0.021604938271604937,,29.653313636779785,1,29.653313636779785,13152.25331363678,29.977313636779787,0.0022546184999367408,0.9891918267285138,2.737768863871531,0.0012213177733869174
latinsq_lsq9_nongen_k710,latinsq_lsq9,nongen,710,26002.9,n,,,0.238,s,sat,True,False,,1.3847609305115969,0.029411764705882356,,45.85082769393921,1,45.85082769393921,26048.75082769394,46.08882769393921,0.0017601929550185005,0.9948360587172995,1.3823246208622,0.0007943752916893502
latinsq_lsq9_randtrans_k0,latinsq_lsq9,randtrans,0,36010.9,n,,,0.008,s,sat,True,False,,1.0,1.0,,0.04720783233642578,1,0.04720783233642578,36010.94720783234,0.05520783233642578,1.310930036468414e-06,0.8550930246409684,1.0,1.0
latinsq_lsq9_randtrans_k142,latinsq_lsq9,randtrans,142,15156.1,n,,,0.077,s,sat,True,False,,2.3760004222722206,0.1038961038961039,,4.3732688426971436,1,4.3732688426971436,15160.473268842698,4.4502688426971435,0.00028846519268530625,0.982697674517719,2.3753181427284886,0.012405504990338146
latinsq_lsq9_randtrans_k284,latinsq_lsq9,randtrans,284,18573.8,n,,,0.214,s,sat,True,False,,1.93880089157846,0.03738317757009346,,18.646031618118286,1,18.646031618118286,18592.446031618118,18.860031618118285,0.0010028821160168512,0.9886532533808472,1.9368590419244731,0.0029272396491312994
latinsq_lsq9_randtrans_k426,latinsq_lsq9,randtrans,426,27988.8,n,,,0.264,s,sat,True,False,,1.286618218716058,0.030303030303030304,,40.550049781799316,1,40.550049781799316,28029.3500497818,40.81404978179932,0.0014466996098653736,0.9935316391925966,1.2847585528695722,0.0013526673444948178
latinsq_lsq9_randtrans_k568,latinsq_lsq9,randtrans,568,19509.2,n,,,0.371,s,sat,True,False,,1.8458419617411272,0.0215633423180593,,60.21021509170532,1,60.21021509170532,19569.410215091706,60.581215091705324,0.003076751646059925,0.9938759894558338,1.840165176774776,0.000911302823042662
latinsq_lsq9_randtrans_k710,latinsq_lsq9,randtrans,710,26673.3,n,,,0.532,s,sat,True,False,,1.350072919361309,0.015037593984962405,,64.08913064002991,1,64.08913064002991,26737.38913064003,64.6211306400299,0.002396985372314689,0.9917673987636724,1.3468385799331903,0.0008543309562929095
latinsq_lsq9_satsuma_k0,latinsq_lsq9,satsuma,0,36006.2,n,,,0.009,s,sat,True,False,,1.0,1.0,,0.0,1,0.0,36006.2,0.009,0.0,0.0,1.0,1.0
latinsq_lsq9_satsuma_k142,latinsq_lsq9,satsuma,142,36005.3,n,,,0.007,s,sat,True,False,,1.000024996319986,1.2857142857142856,,0.022925615310668945,1,0.022925615310668945,36005.32292561531,0.029925615310668945,6.36728501450516e-07,0.7660866810145625,1.0000243595755687,0.30074569583841976
latinsq_lsq9_satsuma_k284,latinsq_lsq9,satsuma,284,36006.0,n,,,0.008,s,sat,True,False,,1.000005554629784,1.125,,0.011619329452514648,1,0.011619329452514648,36006.01161932945,0.01961932945251465,3.22705263092148e-07,0.5922388673189529,1.0000052319227282,0.45873127426617794
latinsq_lsq9_satsuma_k426,latinsq_lsq9,satsuma,426,31205.1,n,,,0.008,s,sat,True,False,,1.1538562606753382,1.125,,0.03182268142700195,1,0.03182268142700195,31205.131822681426,0.03982268142700195,1.019790001459685e-06,0.7991094594003014,1.1538550839842605,0.22600185817466092
latinsq_lsq9_satsuma_k568,latinsq_lsq9,satsuma,568,16339.2,n,,,0.01,s,sat,True,False,,2.2036697023110063,0.8999999999999999,,0.09525156021118164,1,0.09525156021118164,16339.295251560212,0.10525156021118164,5.829600282306315e-06,0.9049895319372413,2.2036568557974876,0.08550942125648285
latinsq_lsq9_satsuma_k710,latinsq_lsq9,satsuma,710,9214.37,n,,,0.015,s,sat,True,False,,3.9076138683382577,0.6,,0.23560285568237305,1,0.23560285568237305,9214.605602855683,0.25060285568237306,2.5568414518941294e-05,0.9401443373055103,3.9075139568470925,0.03591339761669381
php_pig21_hol20_gen2_k0,php_pig21_hol20,gen2,0,36000.4,n,,,36003.0,n,,True,True,,1.0,1.0,,0.0020101070404052734,1,0.0020101070404052734,36000.40201010704,36003.00201010704,5.5835683163786333e-08,5.583165092291417e-08,1.0,1.0
php_pig21_hol20_gen2_k84,php_pig21_hol20,gen2,84,36001.3,n,,,36004.0,n,,True,True,,0.9999750009027452,0.9999722253082991,,0.04584360122680664,1,0.04584360122680664,36001.34584360123,36004.04584360123,1.2733857624646202e-06,1.2732902692643953e-06,0.9999737833830356,0.9999710078834273
php_pig21_hol20_gen2_k168,php_pig21_hol20,gen2,168,36000.1,n,,,36001.2,n,,True,True,,1.0000083333101852,1.000049998333389,,0.09882736206054688,1,0.09882736206054688,36000.19882736206,36001.29882736206,2.7451893400497787e-06,2.7451054622905754e-06,1.000005643933967,1.0000473089249682
php_pig21_hol20_gen2_k252,php_pig21_hol20,gen2,252,36002.8,n,,,36000.4,n,,True,True,,0.9999333385181152,1.000072221419762,,0.23936724662780762,1,0.23936724662780762,36003.03936724663,36000.63936724663,6.648528869636749e-06,6.6489720970229174e-06,0.9999267462640393,1.0000656278027817
php_pig21_hol20_gen2_k336,php_pig21_hol20,gen2,336,36005.6,n,,,36005.6,n,,True,True,,0.9998555780211967,0.9999277890105984,,0.3663761615753174,1,0.3663761615753174,36005.966376161574,36005.966376161574,1.0175429198253198e-05,1.0175429198253198e-05,0.9998454598886085,0.9999176701432323
php_pig21_hol20_gen2_k420,php_pig21_hol20,gen2,420,36006.1,n,,,36000.2,n,,True,True,,0.9998416934908253,1.0000777773456815,,0.5746090412139893,1,0.5746090412139893,36006.67460904121,36000.77460904121,1.5958403475274162e-05,1.5961018824013923e-05,0.9998257934396253,1.000061870920557
php_pig21_hol20_neighbors_k0,php_pig21_hol20,neighbors,0,36000.1,n,,,36000.1,n,,True,True,,1.0,1.0,,0.0,1,0.0,36000.1,36000.1,0.0,0.0,1.0,1.0
php_pig21_hol20_neighbors_k84,php_pig21_hol20,neighbors,84,36000.4,n,,,36000.1,n,,True,True,,0.9999916667592581,1.0,,0.11017155647277832,1,0.11017155647277832,36000.510171556474,36000.21017155647,3.060277644615809e-06,3.06030314678063e-06,0.9999886065071155,0.9999969396968532
php_pig21_hol20_neighbors_k168,php_pig21_hol20,neighbors,168,23455.4,s,unsat,0.0,678.882,s,unsat,False,False,1.0,1.5348320642581237,53.02850863625785,,0.2965872287750244,1,0.2965872287750244,23455.696587228776,679.178587228775,1.2644571337800774e-05,0.0004366851875957652,1.5348126569645957,53.0053518720161
php_pig21_hol20_neighbors_k252,php_pig21_hol20,neighbors,252,0.339,s,unsat,0.0,0.132,s,unsat,False,False,1.0,106194.98525073745,272728.0303030303,,0.5549354553222656,1,0.5549354553222656,0.8939354553222656,0.6869354553222656,0.6207779901986439,0.8078422084967588,40271.47573761004,52406.81598405935
php_pig21_hol20_neighbors_k336,php_pig21_hol20,neighbors,336,0.074,s,unsat,0.0,0.104,s,unsat,False,False,1.0,486487.83783783787,346154.8076923077,,0.8991713523864746,1,0.8991713523864746,0.9731713523864746,1.0031713523864747,0.9239599482470047,0.8963287779773701,36992.560366392,35886.29192246994
php_pig21_hol20_neighbors_k420,php_pig21_hol20,neighbors,420,0.076,s,unsat,0.0,0.116,s,unsat,False,False,1.0,473685.5263157895,310345.6896551724,,1.3410940170288086,1,1.3410940170288086,1.4170940170288087,1.4570940170288087,0.9463691194185212,0.9203894884994874,25404.171895016996,24706.7790954276
php_pig21_hol20_nongen_k0,php_pig21_hol20,nongen,0,36000.1,n,,,36000.1,n,,True,True,,1.0,1.0,,0.0,1,0.0,36000.1,36000.1,0.0,0.0,1.0,1.0
php_pig21_hol20_nongen_k84,php_pig21_hol20,nongen,84,36002.4,n,,,36006.0,n,,True,True,,0.9999361153700863,0.9998361384213742,,0.203629732131958,1,0.203629732131958,36002.60362973213,36006.20362973213,5.6559723909465785e-06,5.655406891156132e-06,0.9999304597590252,0.9998304839411869
php_pig21_hol20_nongen_k168,php_pig21_hol20,nongen,168,36000.4,n,,,36002.5,n,,True,True,,0.9999916667592581,0.9999333379626414,,0.3949267864227295,1,0.3949267864227295,36000.794926786424,36002.89492678642,1.0969946281071806e-05,1.096930641899302e-05,0.9999806969043923,0.9999223693874587
php_pig21_hol20_nongen_k252,php_pig21_hol20,nongen,252,36002.0,n,,,36000.1,n,,True,True,,0.999947225154158,1.0,,0.6367857456207275,1,0.6367857456207275,36002.63678574562,36000.73678574562,1.7687197451961284e-05,1.7688130923833228e-05,0.9999295388901452,0.9999823118690762
php_pig21_hol20_nongen_k336,php_pig21_hol20,nongen,336,36005.6,n,,,36001.0,n,,True,True,,0.999847245983958,0.9999750006944251,,1.122967004776001,1,1.122967004776001,36006.722967004775,36002.122967004776,3.1187703635375156e-05,3.119168849584725e-05,0.9998160630443697,0.9999438097856999
php_pig21_hol20_nongen_k420,php_pig21_hol20,nongen,420,36003.1,n,,,1695.27,s,unsat,True,False,,0.9999166738419747,21.235614385909027,,1.4031972885131836,1,1.4031972885131836,36004.50319728851,1696.6731972885132,3.8972827393959375e-05,0.0008270286173882282,0.9998777042620367,21.21805192510406
php_pig21_hol20_randtrans_k0,php_pig21_hol20,randtrans,0,36006.2,n,,,36000.1,n,,True,True,,1.0,1.0,,0.0051653385162353516,1,0.0051653385162353516,36006.20516533851,36000.105165338515,1.434568984017172e-07,1.4348120630515888e-07,1.0,1.0
php_pig21_hol20_randtrans_k84,php_pig21_hol20,randtrans,84,36003.9,n,,,36000.1,n,,True,True,,1.0000638819683423,1.0,,0.17406606674194336,1,0.17406606674194336,36004.07406606674,36000.27406606674,4.834621393749376e-06,4.8351317110114765e-06,1.000059190503493,0.9999953083488221
php_pig21_hol20_randtrans_k168,php_pig21_hol20,randtrans,168,36001.1,n,,,36002.1,n,,True,True,,1.0001416623380952,0.9999444476849961,,0.33356714248657227,1,0.33356714248657227,36001.433567142485,36002.433567142485,9.265384998196565e-06,9.265127643787984e-06,1.0001325391164528,0.9999353265439785
php_pig21_hol20_randtrans_k252,php_pig21_hol20,randtrans,252,36008.3,n,,,36003.0,n,,True,True,,0.9999416801126405,0.999919451156848,,0.5878396034240723,1,0.5878396034240723,36008.88783960343,36003.587839603424,1.632484752215958e-05,1.6327250662986906e-05,0.9999254996633925,0.9999032686886533
php_pig21_hol20_randtrans_k336,php_pig21_hol20,randtrans,336,36003.9,n,,,36002.1,n,,True,True,,1.0000638819683423,0.9999444476849961,,1.0625407695770264,1,1.0625407695770264,36004.96254076958,36003.162540769576,2.9510953340775657e-05,2.951242875882965e-05,1.000034512591633,0.999915080364743
php_pig21_hol20_randtrans_k420,php_pig21_hol20,randtrans,420,36004.4,n,,,36000.1,n,,True,True,,1.0000499938896357,1.0,,1.418050765991211,1,1.418050765991211,36005.81805076599,36001.51805076599,3.938393411842071e-05,3.938863811219315e-05,1.0000107514450018,0.9999607548374632
php_pig21_hol20_satsuma_k0,php_pig21_hol20,satsuma,0,36000.0,n,,,36003.6,n,,True,True,,1.0,1.0,,0.0,1,0.0,36000.0,36003.6,0.0,0.0,1.0,1.0
php_pig21_hol20_satsuma_k84,php_pig21_hol20,satsuma,84,36000.2,n,,,36004.5,n,,True,True,,0.9999944444753085,0.9999750031246094,,0.015927553176879883,1,0.015927553176879883,36000.215927553174,36004.51592755318,4.4242937900518394e-07,4.4237653990206834e-07,0.9999940020483875,0.9999745607591275
php_pig21_hol20_satsuma_k168,php_pig21_hol20,satsuma,168,19771.2,s,unsat,0.0,1721.75,s,unsat,False,False,1.0,1.8208302986161689,20.91104980397851,,0.003240823745727539,1,0.003240823745727539,19771.203240823746,1721.7532408237457,1.6391636392851695e-07,1.8822811938933932e-06,1.820830000152287,20.911010443502718
php_pig21_hol20_satsuma_k252,php_pig21_hol20,satsuma,252,4.194,s,unsat,0.0,0.576,s,unsat,False,False,1.0,8583.690987124464,62506.25,,0.015958070755004883,1,0.015958070755004883,4.209958070755005,0.5919580707550048,0.003790553370557203,0.026958109946286196,8551.154048321398,60821.19964016995
php_pig21_hol20_satsuma_k336,php_pig21_hol20,satsuma,336,0.042,s,unsat,0.0,0.044,s,unsat,False,False,1.0,857142.857142857,818263.6363636364,,0.015818357467651367,1,0.015818357467651367,0.05781835746765137,0.059818357467651365,0.2735871124755063,0.26443984986056557,622639.6178781374,601882.123217276
php_pig21_hol20_satsuma_k420,php_pig21_hol20,satsuma,420,0.031,s,unsat,0.0,0.026,s,unsat,False,False,1.0,1161290.322580645,1384753.8461538462,,0.009088277816772461,1,0.009088277816772461,0.04008827781677246,0.035088277816772456,0.22670661629096056,0.25901179488576087,898018.123016949,1026086.2669865778
php_pig25_hol20_gen2_k0,php_pig25_hol20,gen2,0,36002.5,n,,,36000.0,n,,True,True,,1.0,1.0,,0.0,1,0.0,36002.5,36000.0,0.0,0.0,1.0,1.0
php_pig25_hol20_gen2_k100,php_pig25_hol20,gen2,100,36002.6,n,,,36003.1,n,,True,True,,0.9999972224228251,0.9999138963033739,,0.03189826011657715,1,0.03189826011657715,36002.631898260115,36003.131898260115,8.859980072212077e-07,8.859857027637826e-07,0.9999963364272788,0.9999130103939577
php_pig25_hol20_gen2_k200,php_pig25_hol20,gen2,200,36000.7,n,,,36001.9,n,,True,True,,1.0000499990277967,0.999947225007569,,0.1393442153930664,1,0.1393442153930664,36000.83934421539,36002.039344215395,3.870582406725365e-06,3.870453394620142e-06,1.0000461282518647,0.9999433547584375
php_pig25_hol20_gen2_k300,php_pig25_hol20,gen2,300,36000.1,n,,,36004.4,n,,True,True,,1.0000666664814821,0.9998777927142237,,0.35023021697998047,1,0.35023021697998047,36000.45023021698,36004.75023021698,9.728495469926505e-06,9.72733360849841e-06,1.0000569373374475,0.9998680665693663
php_pig25_hol20_gen2_k400,php_pig25_hol20,gen2,400,36000.2,n,,,36001.5,n,,True,True,,1.0000638885339526,0.9999583350693722,,0.6042134761810303,1,0.6042134761810303,36000.80421347618,36002.10421347618,1.678333274440728e-05,1.6782726715036373e-05,1.0000471041289458,0.9999415530419082
php_pig25_hol20_gen2_k500,php_pig25_hol20,gen2,500,36000.6,n,,,36002.8,n,,True,True,,1.0000527768981629,0.9999222282711344,,0.7785499095916748,1,0.7785499095916748,36001.37854990959,36003.578549909595,2.1625558268896623e-05,2.1624236838358107e-05,1.0000311501985641,0.9999006057160503
php_pig25_hol20_neighbors_k0,php_pig25_hol20,neighbors,0,36001.1,n,,,36001.4,n,,True,True,,1.0,1.0,,0.0,1,0.0,36001.1,36001.4,0.0,0.0,1.0,1.0
php_pig25_hol20_neighbors_k100,php_pig25_hol20,neighbors,100,36002.5,n,,,27982.2,s,unsat,True,False,,0.9999611138115408,1.2865821843886471,,0.1578834056854248,1,0.1578834056854248,36002.657883405685,27982.357883405686,4.3853263888663146e-06,5.642248103011149e-06,0.9999567286556806,1.2865749251727578
php_pig25_hol20_neighbors_k200,php_pig25_hol20,neighbors,200,207.184,s,unsat,0.0,1.823,s,unsat,False,False,1.0,173.76390068731175,19748.436642896326,,0.4154164791107178,1,0.4154164791107178,207.59941647911072,2.2384164791107177,0.0020010483948181917,0.18558498071625848,173.41619071276406,16083.42340934816
php_pig25_hol20_neighbors_k300,php_pig25_hol20,neighbors,300,0.048,s,unsat,0.0,0.099,s,unsat,False,False,1.0,750022.9166666666,363650.50505050505,,0.7945754528045654,1,0.7945754528045654,0.8425754528045655,0.8935754528045654,0.943031808201593,0.8892091320444404,42727.449369867194,40289.15508702307
php_pig25_hol20_neighbors_k400,php_pig25_hol20,neighbors,400,0.072,s,unsat,0.0,0.111,s,unsat,False,False,1.0,500015.2777777778,324336.9369369369,,1.2860071659088135,1,1.2860071659088135,1.3580071659088135,1.3970071659088135,0.946981133967864,0.9205444304734187,26510.243026521242,25770.3760428312
php_pig25_hol20_neighbors_k500,php_pig25_hol20,neighbors,500,0.098,s,unsat,0.0,0.14,s,unsat,False,False,1.0,367358.1632653061,257152.85714285713,,2.137575149536133,1,2.137575149536133,2.2355751495361327,2.277575149536133,0.9561634060835154,0.9385311171714735,16103.730624966909,15806.89884473507
php_pig25_hol20_nongen_k0,php_pig25_hol20,nongen,0,36000.3,n,,,36001.1,n,,True,True,,1.0,1.0,,0.0,1,0.0,36000.3,36001.1,0.0,0.0,1.0,1.0
php_pig25_hol20_nongen_k100,php_pig25_hol20,nongen,100,36036.5,n,,,36050.2,n,,True,True,,0.9989954629334148,0.9986380103300398,,0.17204689979553223,1,0.17204689979553223,36036.672046899796,36050.37204689979,4.77421720772724e-06,4.772402891479387e-06,0.9989906935120852,0.9986332444271118
php_pig25_hol20_nongen_k200,php_pig25_hol20,nongen,200,36002.9,n,,,36003.7,n,,True,True,,0.9999277835952104,0.9999277851998545,,0.45835041999816895,1,0.45835041999816895,36003.35835042,36004.158350419995,1.2730768489346273e-05,1.2730485616054464e-05,0.9999150537460915,0.999915055633568
php_pig25_hol20_nongen_k300,php_pig25_hol20,nongen,300,36004.4,n,,,16543.0,s,unsat,True,False,,0.9998861250291632,2.1762135042011725,,1.0375714302062988,1,1.0375714302062988,36005.43757143021,16544.037571430206,2.8817075980479035e-05,6.271573222234906e-05,0.9998573112347263,2.1760770213777847
php_pig25_hol20_nongen_k400,php_pig25_hol20,nongen,400,36000.3,n,,,32522.3,s,unsat,True,False,,1.0,1.1069666044529445,,1.485541582107544,1,1.485541582107544,36001.78554158211,32523.785541582107,4.1262997369720496e-05,4.567554352516126e-05,0.9999587370026303,1.106916043151622
php_pig25_hol20_nongen_k500,php_pig25_hol20,nongen,500,36000.4,n,,,12363.1,s,unsat,True,False,,0.9999972222530861,2.9119800050149234,,2.1454408168792725,1,2.1454408168792725,36002.54544081688,12365.24544081688,5.9591364738531484e-05,0.00017350572029871,0.9999376310538773,2.9114747598266577
php_pig25_hol20_randtrans_k0,php_pig25_hol20,randtrans,0,36001.8,n,,,36008.0,n,,True,True,,1.0,1.0,,0.0,1,0.0,36001.8,36008.0,0.0,0.0,1.0,1.0
php_pig25_hol20_randtrans_k100,php_pig25_hol20,randtrans,100,36000.8,n,,,36000.0,n,,True,True,,1.0000277771605075,1.0002222222222221,,0.23734807968139648,1,0.23734807968139648,36001.037348079684,36000.23734807968,6.592812240007767e-06,6.592958745980519e-06,1.0000211841651379,1.0002156277983743
php_pig25_hol20_randtrans_k200,php_pig25_hol20,randtrans,200,36001.3,n,,,36000.1,n,,True,True,,1.0000138883873637,1.0002194438348784,,0.4872274398803711,1,0.4872274398803711,36001.78722743988,36000.58722743988,1.3533423682616943e-05,1.3533874789381303e-05,1.0000003547757237,1.0002059069901634
php_pig25_hol20_randtrans_k300,php_pig25_hol20,randtrans,300,36001.9,n,,,11020.7,s,unsat,True,False,,0.9999972223688195,3.267306069487419,,0.9672248363494873,1,0.9672248363494873,36002.86722483635,11021.66722483635,2.6865216881455857e-05,8.775667207316256e-05,0.9999703572265597,3.267019341580116
php_pig25_hol20_randtrans_k400,php_pig25_hol20,randtrans,400,36001.7,n,,,6152.57,s,unsat,True,False,,1.0000027776466114,5.852513665021284,,1.5110266208648682,1,1.5110266208648682,36003.21102662086,6154.081026620865,4.196921823855132e-05,0.0002455324546960922,0.9999608083117971,5.851076682974969
php_pig25_hol20_randtrans_k500,php_pig25_hol20,randtrans,500,36000.8,n,,,4179.09,s,unsat,True,False,,1.0000277771605075,8.616229849081977,,2.1702373027801514,1,2.1702373027801514,36002.97023730278,4181.26023730278,6.027939607414841e-05,0.0005190390407701851,0.999967496090043,8.611757689406055
php_pig25_hol20_satsuma_k0,php_pig25_hol20,satsuma,0,36000.5,n,,,36000.0,n,,True,True,,1.0,1.0,,0.0,1,0.0,36000.5,36000.0,0.0,0.0,1.0,1.0
