name,problem,method,k,d4_time_s,d4_status,d4_result,model_count,kissat_time_s,kissat_status,kissat_result,d4_timeout,kissat_timeout,model_count_plus1,d4_speedup_vs_method_k0,kissat_speedup_vs_method_k0,models_ratio_vs_method_k0,tool_time_s,tool_runs,amortized_tool_time_s,total_d4_time_s,total_kissat_time_s,tool_share_total_d4,tool_share_total_kissat,d4_net_speedup_vs_method_k0,kissat_net_speedup_vs_method_k0
golf_g5_p3_w6_satsuma_k90,golf_g5_p3_w6,satsuma,90,36001.3,n,,,1.239,s,sat,True,False,,0.9999750009027452,3.261501210653753,,0.019840717315673828,1,0.019840717315673828,36001.31984071732,1.258840717315674,5.511108315877373e-07,0.015761102292577385,0.9999744498056908,3.2100963564452742
golf_g5_p3_w6_satsuma_k180,golf_g5_p3_w6,satsuma,180,36001.2,n,,,1.637,s,sat,True,False,,0.9999777785184939,2.468540012217471,,0.08004021644592285,1,0.08004021644592285,36001.28004021644,1.7170402164459229,2.223260293981526e-06,0.04661522524591588,0.9999755553076041,2.353468463519398
golf_g5_p3_w6_satsuma_k270,golf_g5_p3_w6,satsuma,270,36000.5,n,,,4.113,s,sat,True,False,,0.999997222260802,0.9824945295404813,,0.2720034122467041,1,0.2720034122467041,36000.77200341225,4.3850034122467045,7.555488316220633e-06,0.062030376415908,0.9999896667934729,0.9215500240465149
golf_g5_p3_w6_satsuma_k360,golf_g5_p3_w6,satsuma,360,36000.6,n,,,1.544,s,sat,True,False,,0.9999944445370356,2.6172279792746114,,0.42847752571105957,1,0.42847752571105957,36001.02847752571,1.9724775257110596,1.1901813471205258e-05,0.2172280901180851,0.9999825427896845,2.0486925439331727
golf_g5_p3_w6_satsuma_k450,golf_g5_p3_w6,satsuma,450,36002.1,n,,,4.612,s,sat,True,False,,0.9999527805322468,0.8761925411968777,,0.8134274482727051,1,0.8134274482727051,36002.91342744827,5.425427448272705,2.259337844732743e-05,0.14992873022966627,0.9999301882206468,0.7448261060585253
golf_g5_p4_w4_gen2_k0,golf_g5_p4_w4,gen2,0,36009.0,n,,,4.103,s,sat,True,False,,1.0,1.0,,0.02063441276550293,1,0.02063441276550293,36009.020634412766,4.123634412765503,5.730345452878889e-07,0.005003938443627578,1.0,1.0
golf_g5_p4_w4_gen2_k80,golf_g5_p4_w4,gen2,80,36005.1,n,,,5.002,s,sat,True,False,,1.000108317988285,0.8202718912435026,,0.14740490913391113,1,0.14740490913391113,36005.24740490913,5.149404909133911,4.093984065050841e-06,0.028625620190101436,1.0001047966553653,0.8007982447546672
golf_g5_p4_w4_gen2_k160,golf_g5_p4_w4,gen2,160,36005.5,n,,,4.871,s,sat,True,False,,1.000097207371096,0.8423321699856291,,0.7048568725585938,1,0.7048568725585938,36006.20485687256,5.575856872558594,1.957598351063252e-05,0.12641229656154282,1.0000782025640136,0.7395516970781372
golf_g5_p4_w4_gen2_k240,golf_g5_p4_w4,gen2,240,36010.6,n,,,5.513,s,sat,True,False,,0.9999555686381233,0.7442408851804825,,1.3708477020263672,1,1.3708477020263672,36011.970847702025,6.883847702026367,3.806644484479368e-05,0.19913974878073448,0.999918076872223,0.5990304537899127
golf_g5_p4_w4_gen2_k320,golf_g5_p4_w4,gen2,320,36008.1,n,,,5.857,s,sat,True,False,,1.0000249943762654,0.7005292812019804,,3.5941264629364014,1,3.5941264629364014,36011.694126462935,9.4511264629364,9.980442603768767e-05,0.3802855116827768,0.9999257604476818,0.43631142054196126
golf_g5_p4_w4_gen2_k400,golf_g5_p4_w4,gen2,400,23750.0,n,,,3.601,s,sat,True,False,,1.5161684210526316,1.1394057206331574,,3.1295390129089355,1,3.1295390129089355,23753.12953901291,6.7305390129089355,0.00013175270263940923,0.46497598586184413,1.515969530468412,0.6126752114290576
golf_g5_p4_w4_neighbors_k0,golf_g5_p4_w4,neighbors,0,36003.6,n,,,3.977,s,sat,True,False,,1.0,1.0,,0.0,1,0.0,36003.6,3.977,0.0,0.0,1.0,1.0
golf_g5_p4_w4_neighbors_k80,golf_g5_p4_w4,neighbors,80,35078.4,n,,,4.812,s,sat,True,False,,1.0263752052545154,0.8264754779717373,,0.6767311096191406,1,0.6767311096191406,35079.07673110962,5.488731109619141,1.9291588396309945e-05,0.12329463697595827,1.0263554048465156,0.7245754839456803
golf_g5_p4_w4_neighbors_k160,golf_g5_p4_w4,neighbors,160,12496.2,n,,,4.903,s,sat,True,False,,2.8811638738176404,0.8111360391596982,,2.8911001682281494,1,2.8911001682281494,12499.091100168229,7.794100168228149,0.00023130483209209005,0.37093443833496303,2.880497446691577,0.510257748060749
golf_g5_p4_w4_neighbors_k240,golf_g5_p4_w4,neighbors,240,6671.26,n,,,4.436,s,sat,True,False,,5.396821589924541,0.8965284039675383,,5.607578754425049,1,5.607578754425049,6676.867578754425,10.043578754425049,0.0008398517251215497,0.5583247656573046,5.39228906000207,0.3959743929172451
golf_g5_p4_w4_neighbors_k320,golf_g5_p4_w4,neighbors,320,5325.0,n,,,5.683,s,sat,True,False,,6.761239436619718,0.6998064402604258,,9.29016637802124,1,9.29016637802124,5334.290166378021,14.97316637802124,0.0017415937431707537,0.620454361053388,6.749464104320822,0.2656084825075974
golf_g5_p4_w4_neighbors_k400,golf_g5_p4_w4,neighbors,400,7242.75,n,,,5.354,s,sat,True,False,,4.97098477788133,0.7428091146806126,,14.30222773551941,1,14.30222773551941,7257.052227735519,19.65622773551941,0.0019708040243748195,0.727618133446574,4.961187941075975,0.2023277331496032
golf_g5_p4_w4_nongen_k0,golf_g5_p4_w4,nongen,0,36002.6,n,,,2.491,s,sat,True,False,,1.0,1.0,,0.010361671447753906,1,0.010361671447753906,36002.610361671446,2.501361671447754,2.878033382486341e-07,0.004142412337259775,1.0,1.0
golf_g5_p4_w4_nongen_k80,golf_g5_p4_w4,nongen,80,36013.9,n,,,3.175,s,sat,True,False,,0.9996862322603216,0.7845669291338584,,2.201345443725586,1,2.201345443725586,36016.10134544373,5.376345443725586,6.112114752820326e-05,0.4094501491333013,0.99962541798617,0.46525315339752676
golf_g5_p4_w4_nongen_k160,golf_g5_p4_w4,nongen,160,29207.4,n,,,4.748,s,sat,True,False,,1.2326533686668446,0.5246419545071609,,3.9361166954040527,1,3.9361166954040527,29211.336116695406,8.684116695404054,0.00013474620536629305,0.4532546986024712,1.2324876280169383,0.28803869860150133
golf_g5_p4_w4_nongen_k240,golf_g5_p4_w4,nongen,240,32561.5,n,,,7.573,s,sat,True,False,,1.1056800208835587,0.32893173115013863,,7.004846811294556,1,7.004846811294556,32568.504846811295,14.577846811294556,0.00021508039267514558,0.48051313077781643,1.105442528940544,0.17158649722603483
golf_g5_p4_w4_nongen_k320,golf_g5_p4_w4,nongen,320,36010.9,n,,,6.641,s,sat,True,False,,0.9997695142304135,0.3750941123324801,,13.04477071762085,1,13.04477071762085,36023.94477071762,19.685770717620848,0.0003621138884330182,0.6626497333906465,0.9994077714369716,0.1270644521531875
golf_g5_p4_w4_nongen_k400,golf_g5_p4_w4,nongen,400,35948.5,n,,,5.833,s,sat,True,False,,1.0015049306647008,0.4270529744556832,,51.43128418922424,1,51.43128418922424,35999.931284189224,57.26428418922424,0.0014286495100009344,0.8981389520084557,1.0000744189609996,0.043681008273538324
golf_g5_p4_w4_randtrans_k0,golf_g5_p4_w4,randtrans,0,36007.7,n,,,3.757,s,sat,True,False,,1.0,1.0,,0.015826940536499023,1,0.015826940536499023,36007.71582694053,3.772826940536499,4.3954303051507365e-07,0.004194981849405586,1.0,1.0
golf_g5_p4_w4_randtrans_k80,golf_g5_p4_w4,randtrans,80,36004.8,n,,,5.535,s,sat,True,False,,1.0000805448162466,0.6787714543812104,,0.8272650241851807,1,0.8272650241851807,36005.62726502419,6.362265024185181,2.2975992560717993e-05,0.13002680979815504,1.0000580065416156,0.5930005943158093
golf_g5_p4_w4_randtrans_k160,golf_g5_p4_w4,randtrans,160,31442.5,n,,,6.153,s,sat,True,False,,1.1451920171742067,0.6105964570128394,,2.997340679168701,1,2.997340679168701,31445.49734067917,9.1503406791687,9.531859670386641e-05,0.3275660201365319,1.1450833623915846,0.4123154615571381
golf_g5_p4_w4_randtrans_k240,golf_g5_p4_w4,randtrans,240,36004.5,n,,,5.654,s,sat,True,False,,1.0000888777791663,0.6644853201273435,,6.157760143280029,1,6.157760143280029,36010.65776014328,11.81176014328003,0.00017099826902066363,0.5213245162943234,0.9999183038193209,0.3194127627695643
golf_g5_p4_w4_randtrans_k320,golf_g5_p4_w4,randtrans,320,36009.7,n,,,6.073,s,sat,True,False,,0.999944459409548,0.6186398814424502,,10.051170587539673,1,10.051170587539673,36019.75117058754,16.124170587539673,0.000279046086130298,0.6233604719679007,0.9996658682179673,0.23398579914876605
golf_g5_p4_w4_randtrans_k400,golf_g5_p4_w4,randtrans,400,31433.8,n,,,5.989,s,sat,True,False,,1.1455089744160742,0.6273167473701787,,15.798280000686646,1,15.798280000686646,31449.598280000686,21.787280000686646,0.0005023364642063816,0.7251148376570525,1.1449340467359301,0.1731664962499952
golf_g5_p4_w4_satsuma_k0,golf_g5_p4_w4,satsuma,0,36002.4,n,,,1.868,s,sat,True,False,,1.0,1.0,,0.0,1,0.0,36002.4,1.868,0.0,0.0,1.0,1.0
golf_g5_p4_w4_satsuma_k80,golf_g5_p4_w4,satsuma,80,36002.2,n,,,2.603,s,sat,True,False,,1.0000055552160703,0.7176334998079139,,0.027129411697387695,1,0.027129411697387695,36002.227129411694,2.630129411697388,7.535481513371312e-07,0.010314858111821722,1.0000048016637328,0.7102312120811053
golf_g5_p4_w4_satsuma_k160,golf_g5_p4_w4,satsuma,160,36004.9,n,,,4.979,s,sat,True,False,,0.9999305650064296,0.3751757381000201,,0.015760421752929688,1,0.015760421752929688,36004.915760421754,4.99476042175293,4.377297216246861e-07,0.003155390934125827,0.9999301273071018,0.37399191197731535
golf_g5_p4_w4_satsuma_k240,golf_g5_p4_w4,satsuma,240,36003.8,n,,,5.007,s,sat,True,False,,0.999961115215616,0.37307769123227486,,0.033115386962890625,1,0.033115386962890625,36003.833115386966,5.04011538696289,9.197739267583177e-07,0.006570362862832301,0.9999601954774545,0.37062643542485113
golf_g5_p4_w4_satsuma_k320,golf_g5_p4_w4,satsuma,320,36004.0,n,,,2.307,s,sat,True,False,,0.9999555604932786,0.8097095795405289,,0.031214237213134766,1,0.031214237213134766,36004.03121423721,2.3382142372131347,8.669650636451954e-07,0.01334960531689274,0.9999546935667424,0.7989002762323557
golf_g5_p4_w4_satsuma_k400,golf_g5_p4_w4,satsuma,400,36004.8,n,,,4.829,s,sat,True,False,,0.9999333422210371,0.38682957133982193,,0.0789334774017334,1,0.0789334774017334,36004.878933477405,4.907933477401733,2.1922994810667423e-06,0.016082833592830376,0.99993115006769,0.3806082557151777
golf_g6_p2_w3_gen2_k0,golf_g6_p2_w3,gen2,0,12011.9,n,,,0.02,s,sat,True,False,,1.0,1.0,,0.0,1,0.0,12011.9,0.02,0.0,0.0,1.0,1.0
golf_g6_p2_w3_gen2_k44,golf_g6_p2_w3,gen2,44,5819.13,n,,,0.012,s,sat,True,False,,2.0642089109540427,1.6666666666666667,,0.03236556053161621,1,0.03236556053161621,5819.162365560532,0.04436556053161621,5.561893361691514e-06,0.7295199281557946,2.064197430044204,0.4508001197403425
golf_g6_p2_w3_gen2_k88,golf_g6_p2_w3,gen2,88,6521.29,n,,,0.014,s,sat,True,False,,1.8419515157277164,1.4285714285714286,,0.15741801261901855,1,0.15741801261901855,6521.447418012619,0.17141801261901857,2.413850829866707e-05,0.9183283029239441,1.8419070537657682,0.11667385296579405
golf_g6_p2_w3_gen2_k132,golf_g6_p2_w3,gen2,132,3009.7,n,,,0.011,s,sat,True,False,,3.9910622321161577,1.8181818181818183,,0.2858083248138428,1,0.2858083248138428,3009.9858083248137,0.2968083248138428,9.495337952204744e-05,0.9629390448974126,3.9906832672693358,0.06738355473197706
golf_g6_p2_w3_gen2_k176,golf_g6_p2_w3,gen2,176,4351.48,n,,,0.024,s,sat,True,False,,2.76041714543098,0.8333333333333334,,0.39399290084838867,1,0.39399290084838867,4351.873992900848,0.4179929008483887,9.053407830537003e-05,0.9425827569049908,2.76016723360898,0.04784770257917431
golf_g6_p2_w3_gen2_k220,golf_g6_p2_w3,gen2,220,4620.61,n,,,0.014,s,sat,True,False,,2.599635113112771,1.4285714285714286,,0.6048219203948975,1,0.6048219203948975,4621.214821920395,0.6188219203948975,0.00013087942104010592,0.9773763670313004,2.599294874374251,0.03231947566957085
golf_g6_p2_w3_neighbors_k0,golf_g6_p2_w3,neighbors,0,12252.5,n,,,0.005,s,sat,True,False,,1.0,1.0,,0.0,1,0.0,12252.5,0.005,0.0,0.0,1.0,1.0
golf_g6_p2_w3_neighbors_k44,golf_g6_p2_w3,neighbors,44,8293.95,n,,,0.007,s,sat,True,False,,1.4772816329975462,0.7142857142857143,,0.15237736701965332,1,0.15237736701965332,8294.10237736702,0.15937736701965333,1.8371773108981785e-05,0.95607908368108,1.4772544927145668,0.03137208308494289
golf_g6_p2_w3_neighbors_k88,golf_g6_p2_w3,neighbors,88,4652.92,n,,,0.012,s,sat,True,False,,2.6332926420398373,0.4166666666666667,,0.48059582710266113,1,0.48059582710266113,4653.400595827103,0.49259582710266114,0.00010327841268031627,0.9756392577042697,2.633020679755645,0.010150309289887586
golf_g6_p2_w3_neighbors_k132,golf_g6_p2_w3,neighbors,132,3786.6,n,,,0.016,s,sat,True,False,,3.2357523900068665,0.3125,,1.0824980735778809,1,1.0824980735778809,3787.682498073578,1.0984980735778809,0.00028579430143060863,0.9854346581165254,3.234827630412962,0.004551669338585793
golf_g6_p2_w3_neighbors_k176,golf_g6_p2_w3,neighbors,176,5029.4,n,,,0.053,s,sat,True,False,,2.4361752892989226,0.09433962264150944,,1.790386438369751,1,1.790386438369751,5031.190386438369,1.843386438369751,0.0003558574215747744,0.9712485679091402,2.4353083582419686,0.002712399253854708
golf_g6_p2_w3_neighbors_k220,golf_g6_p2_w3,neighbors,220,4012.58,n,,,0.039,s,sat,True,False,,3.053521674334219,0.12820512820512822,,2.446943998336792,1,2.446943998336792,4015.0269439983367,2.485943998336792,0.0006094464700901907,0.9843117946236549,3.051660716328452,0.0020113083815827
golf_g6_p2_w3_nongen_k0,golf_g6_p2_w3,nongen,0,11391.1,n,,,0.009,s,sat,True,False,,1.0,1.0,,0.0,1,0.0,11391.1,0.009,0.0,0.0,1.0,1.0
golf_g6_p2_w3_nongen_k44,golf_g6_p2_w3,nongen,44,5978.56,n,,,0.013,s,sat,True,False,,1.9053250281004122,0.6923076923076923,,0.1708381175994873,1,0.1708381175994873,5978.7308381176,0.18383811759948732,2.8574311542895212e-05,0.9292856118755414,1.9052705847494686,0.048956114855394375
golf_g6_p2_w3_nongen_k88,golf_g6_p2_w3,nongen,88,10307.3,n,,,0.024,s,sat,True,False,,1.105148778050508,0.37499999999999994,,0.5431544780731201,1,0.5431544780731201,10307.843154478072,0.5671544780731201,5.26933200217696e-05,0.9576834867256292,1.1050905440922745,0.015868692477889027
golf_g6_p2_w3_nongen_k132,golf_g6_p2_w3,nongen,132,3087.96,n,,,0.032,s,sat,True,False,,3.688875503568699,0.28125,,0.9850466251373291,1,0.9850466251373291,3088.9450466251374,1.0170466251373291,0.00031889418887964783,0.9685363490629753,3.6876991426071104,0.008849151826038215
golf_g6_p2_w3_nongen_k176,golf_g6_p2_w3,nongen,176,4427.51,n,,,0.049,s,sat,True,False,,2.57280051315525,0.18367346938775508,,1.6418428421020508,1,1.6418428421020508,4429.151842842102,1.6908428421020507,0.00037069012315651647,0.9710203699717691,2.571846801416171,0.005322789188858751
golf_g6_p2_w3_nongen_k220,golf_g6_p2_w3,nongen,220,5602.02,n,,,0.045,s,sat,True,False,,2.033391526627895,0.19999999999999998,,2.475869655609131,1,2.475869655609131,5604.49586965561,2.520869655609131,0.00044176491752170215,0.9821490175424693,2.032493245587845,0.0035701964915061356
golf_g6_p2_w3_randtrans_k0,golf_g6_p2_w3,randtrans,0,8807.25,n,,,0.009,s,sat,True,False,,1.0,1.0,,0.006644248962402344,1,0.006644248962402344,8807.256644248962,0.015644248962402345,7.544061937539838e-07,0.4247087206532187,1.0,1.0
golf_g6_p2_w3_randtrans_k44,golf_g6_p2_w3,randtrans,44,9586.95,n,,,0.014,s,sat,True,False,,0.9186706929732604,0.6428571428571428,,0.14934158325195312,1,0.14934158325195312,9587.099341583253,0.16334158325195314,1.5577348051896816e-05,0.9142900434704057,0.9186570755607186,0.09577627846468961
golf_g6_p2_w3_randtrans_k88,golf_g6_p2_w3,randtrans,88,8209.09,n,,,0.027,s,sat,True,False,,1.072865567316231,0.3333333333333333,,0.5795984268188477,1,0.5795984268188477,8209.669598426819,0.6065984268188477,7.059948270389754e-05,0.9554894988079763,1.0727906328820658,0.025790124521826836
golf_g6_p2_w3_randtrans_k132,golf_g6_p2_w3,randtrans,132,5294.85,n,,,0.042,s,sat,True,False,,1.6633615683163827,0.21428571428571425,,1.0714874267578125,1,1.0714874267578125,5295.921487426758,1.1134874267578125,0.0002023231328677493,0.9622806697312306,1.66302628639012,0.014049776033802513
golf_g6_p2_w3_randtrans_k176,golf_g6_p2_w3,randtrans,176,5357.04,n,,,0.038,s,sat,True,False,,1.6440515657900632,0.23684210526315788,,1.615769863128662,1,1.615769863128662,5358.655769863129,1.6537698631286621,0.00030152522060022756,0.9770221958645986,1.6435570826886532,0.009459749697461522
golf_g6_p2_w3_randtrans_k220,golf_g6_p2_w3,randtrans,220,3942.71,n,,,0.023,s,sat,True,False,,2.233806189144015,0.3913043478260869,,2.375542402267456,1,2.375542402267456,3945.0855424022675,2.398542402267456,0.0006021523175441527,0.990410842860957,2.2324627817540277,0.0065223983314254075
golf_g6_p2_w3_satsuma_k0,golf_g6_p2_w3,satsuma,0,9995.37,n,,,0.008,s,sat,True,False,,1.0,1.0,,0.0,1,0.0,9995.37,0.008,0.0,0.0,1.0,1.0
golf_g6_p2_w3_satsuma_k44,golf_g6_p2_w3,satsuma,44,6721.39,n,,,0.008,s,sat,True,False,,1.4870986507255197,1.0,,0.015897274017333984,1,0.015897274017333984,6721.405897274018,0.023897274017333985,2.365170956835295e-06,0.665233783811611,1.487095133482981,0.33476621618838903
golf_g6_p2_w3_satsuma_k88,golf_g6_p2_w3,satsuma,88,5000.24,n,,,0.01,s,sat,True,False,,1.9989780490536457,0.8,,0.0,1,0.0,5000.24,0.01,0.0,0.0,1.9989780490536457,0.8
golf_g6_p2_w3_satsuma_k132,golf_g6_p2_w3,satsuma,132,6297.77,n,,,0.009,s,sat,True,False,,1.58712845975639,0.888888888888889,,0.0,1,0.0,6297.77,0.009,0.0,0.0,1.58712845975639,0.888888888888889
golf_g6_p2_w3_satsuma_k176,golf_g6_p2_w3,satsuma,176,3610.29,n,,,0.009,s,sat,True,False,,2.7685781474618385,0.888888888888889,,0.01588153839111328,1,0.01588153839111328,3610.305881538391,0.024881538391113282,4.398945383637683e-06,0.6382860312522135,2.7685659686377773,0.3215235277758102
golf_g6_p2_w3_satsuma_k220,golf_g6_p2_w3,satsuma,220,3086.87,n,,,0.01,s,sat,True,False,,3.2380275165458867,0.8,,0.015820026397705078,1,0.015820026397705078,3086.8858200263976,0.02582002639770508,5.124914661589197e-06,0.6127037267131216,3.2380109219311923,0.3098370186295027
latinsq_lsq5_gen2_k0,latinsq_lsq5,gen2,0,5.112,s,sat,161280.0,0.005,s,sat,False,False,161281.0,1.0,1.0,1.0,0.0,1,0.0,5.112,0.005,0.0,0.0,1.0,1.0
latinsq_lsq5_gen2_k24,latinsq_lsq5,gen2,24,0.235,s,sat,9084.0,0.007,s,sat,False,False,9085.0,21.753191489361704,0.7142857142857143,0.05632440476190476,0.014308452606201172,1,0.014308452606201172,0.24930845260620116,0.02130845260620117,0.05739256915128465,0.67149186619197,20.504719942547375,0.23464866700573572
latinsq_lsq5_gen2_k48,latinsq_lsq5,gen2,48,0.502,s,sat,8396.0,0.008,s,sat,False,False,8397.0,10.183266932270916,0.625,0.05205853174603175,0.03469562530517578,1,0.03469562530517578,0.5366956253051758,0.04269562530517578,0.06464674513686815,0.8126271733270481,9.524951870239702,0.11710801667059492
latinsq_lsq5_gen2_k72,latinsq_lsq5,gen2,72,1.033,s,sat,8390.0,0.009,s,sat,False,False,8391.0,4.948693126815102,0.5555555555555556,0.05202132936507937,0.06991410255432129,1,0.06991410255432129,1.1029141025543212,0.07891410255432128,0.06339034235975584,0.8859519438391287,4.634993775272922,0.06336003120048413
latinsq_lsq5_gen2_k96,latinsq_lsq5,gen2,96,0.848,s,sat,8390.0,0.006,s,sat,False,False,8391.0,6.028301886792453,0.8333333333333334,0.05202132936507937,0.11789751052856445,1,0.11789751052856445,0.9658975105285644,0.12389751052856446,0.12206006252573096,0.9515728768527862,5.292486981566585,0.04035593595601144
latinsq_lsq5_gen2_k120,latinsq_lsq5,gen2,120,1.576,s,sat,8390.0,0.013,s,sat,False,False,8391.0,3.2436548223350252,0.38461538461538464,0.05202132936507937,0.17148685455322266,1,0.17148685455322266,1.7474868545532227,0.18448685455322267,0.09813341605769414,0.9295342747781,2.9253438941072765,0.027102202008423035
latinsq_lsq5_neighbors_k0,latinsq_lsq5,neighbors,0,4.264,s,sat,161280.0,0.003,s,sat,False,False,161281.0,1.0,1.0,1.0,0.0,1,0.0,4.264,0.003,0.0,0.0,1.0,1.0
latinsq_lsq5_neighbors_k24,latinsq_lsq5,neighbors,24,0.056,s,sat,1344.0,0.004,s,sat,False,False,1345.0,76.14285714285714,0.75,0.008333333333333333,0.02752852439880371,1,0.02752852439880371,0.0835285243988037,0.031528524398803714,0.32957034254992745,0.8731307577416539,51.04842963155553,0.09515193169375948
latinsq_lsq5_neighbors_k48,latinsq_lsq5,neighbors,48,0.064,s,sat,82.0,0.007,s,sat,False,False,83.0,66.625,0.42857142857142855,0.0005084325396825397,0.08624839782714844,1,0.08624839782714844,0.15024839782714844,0.09324839782714844,0.5740387190442585,0.9249316860867071,28.37967034367628,0.03217213453426839
latinsq_lsq5_neighbors_k72,latinsq_lsq5,neighbors,72,0.12,s,sat,28.0,0.012,s,sat,False,False,29.0,35.53333333333334,0.25,0.00017361111111111112,0.16574525833129883,1,0.16574525833129883,0.2857452583312988,0.17774525833129884,0.5800455248119303,0.9324876505136737,14.922382351682744,0.016878087371581578
latinsq_lsq5_neighbors_k96,latinsq_lsq5,neighbors,96,0.149,s,sat,9.0,0.007,s,sat,False,False,10.0,28.617449664429532,0.42857142857142855,5.580357142857143e-05,0.3040783405303955,1,0.3040783405303955,0.45307834053039553,0.3110783405303955,0.6711385500671398,0.977497629735118,9.411175990024937,0.009643872970663702
latinsq_lsq5_neighbors_k120,latinsq_lsq5,neighbors,120,0.198,s,sat,9.0,0.018,s,sat,False,False,10.0,21.535353535353536,0.16666666666666669,5.580357142857143e-05,0.39734768867492676,1,0.39734768867492676,0.5953476886749267,0.4153476886749268,0.667421233396083,0.9566628140933564,7.162201317167186,0.007222864317773922
latinsq_lsq5_nongen_k0,latinsq_lsq5,nongen,0,3.29,s,sat,161280.0,0.006,s,sat,False,False,161281.0,1.0,1.0,1.0,0.015767812728881836,1,0.015767812728881836,3.305767812728882,0.021767812728881834,0.004769788328196483,0.7243636705841779,1.0,1.0
latinsq_lsq5_nongen_k24,latinsq_lsq5,nongen,24,0.355,s,sat,1350.0,0.007,s,sat,False,False,1351.0,9.267605633802818,0.8571428571428571,0.008370535714285714,0.03209066390991211,1,0.03209066390991211,0.3870906639099121,0.03909066390991211,0.08290219037000746,0.8209291094126179,8.540034986476025,0.5568545159286034
latinsq_lsq5_nongen_k48,latinsq_lsq5,nongen,48,0.799,s,sat,674.0,0.009,s,sat,False,False,675.0,4.117647058823529,0.6666666666666667,0.00417906746031746,0.11054325103759766,1,0.11054325103759766,0.9095432510375977,0.11954325103759765,0.12153710217902342,0.9247134411864925,3.634536135535826,0.1820915236949313
latinsq_lsq5_nongen_k72,latinsq_lsq5,nongen,72,0.747,s,sat,674.0,0.006,s,sat,False,False,675.0,4.404283801874163,1.0,0.00417906746031746,0.18843388557434082,1,0.18843388557434082,0.9354338855743408,0.19443388557434083,0.20144008943897254,0.9691411814238217,3.533940627668406,0.11195483063346497
latinsq_lsq5_nongen_k96,latinsq_lsq5,nongen,96,1.581,s,sat,674.0,0.012,s,sat,False,False,675.0,2.0809614168247945,0.5,0.00417906746031746,0.28605151176452637,1,0.28605151176452637,1.8670515117645263,0.2980515117645264,0.15321029439310047,0.9597385031568619,1.7705820069231208,0.07303372695549135
latinsq_lsq5_nongen_k120,latinsq_lsq5,nongen,120,1.411,s,sat,674.0,0.007,s,sat,False,False,675.0,2.3316796598157334,0.8571428571428571,0.00417906746031746,0.40971851348876953,1,0.40971851348876953,1.8207185134887696,0.41671851348876954,0.22503122281306814,0.9832020902037781,1.8156391491810204,0.052236250668686625
latinsq_lsq5_randtrans_k0,latinsq_lsq5,randtrans,0,5.142,s,sat,161280.0,0.003,s,sat,False,False,161281.0,1.0,1.0,1.0,0.0,1,0.0,5.142,0.003,0.0,0.0,1.0,1.0
latinsq_lsq5_randtrans_k24,latinsq_lsq5,randtrans,24,0.408,s,sat,1842.0,0.007,s,sat,False,False,1843.0,12.60294117647059,0.42857142857142855,0.011421130952380952,0.048004865646362305,1,0.048004865646362305,0.4560048656463623,0.055004865646362304,0.10527270488291392,0.8727385310782422,11.276195469343278,0.05454062953789621
latinsq_lsq5_randtrans_k48,latinsq_lsq5,randtrans,48,0.563,s,sat,589.0,0.008,s,sat,False,False,590.0,9.13321492007105,0.375,0.00365203373015873,0.10465264320373535,1,0.10465264320373535,0.6676526432037353,0.11265264320373536,0.1567471413002411,0.9289852437325258,7.701609590469203,0.026630533600302823
latinsq_lsq5_randtrans_k72,latinsq_lsq5,randtrans,72,0.334,s,sat,585.0,0.009,s,sat,False,False,586.0,15.395209580838323,0.33333333333333337,0.003627232142857143,0.17527508735656738,1,0.17527508735656738,0.5092750873565675,0.1842750873565674,0.3441658382826982,0.9511599743128313,10.096704369911274,0.016280008562389554
latinsq_lsq5_randtrans_k96,latinsq_lsq5,randtrans,96,0.238,s,sat,585.0,0.007,s,sat,False,False,586.0,21.605042016806724,0.42857142857142855,0.003627232142857143,0.28717756271362305,1,0.28717756271362305,0.525177562713623,0.29417756271362305,0.5468199388217575,0.9762048473873094,9.790974262934972,0.010197922548295942
latinsq_lsq5_randtrans_k120,latinsq_lsq5,randtrans,120,0.293,s,sat,585.0,0.008,s,sat,False,False,586.0,17.54948805460751,0.375,0.003627232142857143,0.39843130111694336,1,0.39843130111694336,0.6914313011169433,0.40643130111694337,0.5762413423767689,0.9803164766640399,7.436747499995408,0.007381321250985055
latinsq_lsq5_satsuma_k0,latinsq_lsq5,satsuma,0,4.99,s,sat,161280.0,0.006,s,sat,False,False,161281.0,1.0,1.0,1.0,0.0,1,0.0,4.99,0.006,0.0,0.0,1.0,1.0
latinsq_lsq5_satsuma_k24,latinsq_lsq5,satsuma,24,0.565,s,sat,15295.0,0.003,s,sat,False,False,15296.0,8.831858407079647,2.0,0.09483506944444445,0.018807172775268555,1,0.018807172775268555,0.5838071727752685,0.021807172775268554,0.03221469973701096,0.8624305850686756,8.54734274037578,0.27513882986264876
latinsq_lsq5_satsuma_k48,latinsq_lsq5,satsuma,48,0.443,s,sat,6539.0,0.006,s,sat,False,False,6540.0,11.26410835214447,1.0,0.04054439484126984,0.0,1,0.0,0.443,0.006,0.0,0.0,11.26410835214447,1.0
latinsq_lsq5_satsuma_k72,latinsq_lsq5,satsuma,72,0.727,s,sat,6035.0,0.006,s,sat,False,False,6036.0,6.863823933975241,1.0,0.03741939484126984,0.006009340286254883,1,0.006009340286254883,0.7330093402862549,0.012009340286254883,0.008198176961712541,0.500388875909594,6.807553090730474,0.499611124090406
