problem,metric,best_method,best_k,value,tool_time_s,d4_time_s,kissat_time_s,total_d4_time_s,total_kissat_time_s,model_count,d4_result,kissat_result,d4_timeout,kissat_timeout
queens_n12,kissat_speedup_vs_method_k0,dihedral_gen,28,7.5,0.0,5.179,0.006,5.179,0.006,5193.0,sat,sat,False,False
queens_n12,models_ratio_vs_method_k0,dihedral_gen,84,0.3642957746478873,0.0,5.678,0.006,5.678,0.006,5173.0,sat,sat,False,False
queens_n12,tool_time_s,dihedral_gen,0,0.0,0.0,4.634,0.045,4.634,0.045,14200.0,sat,sat,False,False
queens_n12,total_d4_time_s,satsuma,140,3.293,0.0,3.293,0.031,3.293,0.031,7299.0,sat,sat,False,False
queens_n12,total_kissat_time_s,dihedral_gen,28,0.006,0.0,5.179,0.006,5.179,0.006,5193.0,sat,sat,False,False
queens_n12,d4_net_speedup_vs_method_k0,satsuma,140,1.2429395687822653,0.0,3.293,0.031,3.293,0.031,7299.0,sat,sat,False,False
queens_n12,kissat_net_speedup_vs_method_k0,dihedral_gen,28,7.5,0.0,5.179,0.006,5.179,0.006,5193.0,sat,sat,False,False
queens_n13,d4_time_s,satsuma,165,8.781,0.0,8.781,0.051,8.781,0.051,13869.0,sat,sat,False,False
queens_n13,kissat_time_s,satsuma,0,0.028,0.0,21.952,0.028,21.952,0.028,73712.0,sat,sat,False,False
queens_n13,model_count,satsuma,165,13869.0,0.0,8.781,0.051,8.781,0.051,13869.0,sat,sat,False,False
queens_n13,d4_speedup_vs_method_k0,satsuma,165,2.499943058877121,0.0,8.781,0.051,8.781,0.051,13869.0,sat,sat,False,False
queens_n13,kissat_speedup_vs_method_k0,dihedral_gen,0,1.0,0.0,16.515,0.029,16.515,0.029,73712.0,sat,sat,False,False
queens_n13,models_ratio_vs_method_k0,satsuma,165,0.18815118298241806,0.0,8.781,0.051,8.781,0.051,13869.0,sat,sat,False,False
queens_n13,tool_time_s,dihedral_gen,0,0.0,0.0,16.515,0.029,16.515,0.029,73712.0,sat,sat,False,False
queens_n13,total_d4_time_s,satsuma,165,8.781,0.0,8.781,0.051,8.781,0.051,13869.0,sat,sat,False,False
queens_n13,total_kissat_time_s,satsuma,0,0.028,0.0,21.952,0.028,21.952,0.028,73712.0,sat,sat,False,False
queens_n13,d4_net_speedup_vs_method_k0,satsuma,165,2.499943058877121,0.0,8.781,0.051,8.781,0.051,13869.0,sat,sat,False,False
queens_n13,kissat_net_speedup_vs_method_k0,dihedral_gen,0,1.0,0.0,16.515,0.029,16.515,0.029,73712.0,sat,sat,False,False
queens_n14,d4_time_s,dihedral_gen,39,66.047,0.0,66.047,0.046,66.047,0.046,132810.0,sat,sat,False,False
queens_n14,kissat_time_s,satsuma,78,0.029,0.0,131.482,0.029,131.482,0.029,272914.0,sat,sat,False,False
queens_n14,model_count,dihedral_gen,78,132706.0,0.0,74.935,0.056,74.935,0.056,132706.0,sat,sat,False,False
queens_n14,d4_speedup_vs_method_k0,dihedral_gen,39,3.0568837343104156,0.0,66.047,0.046,66.047,0.046,132810.0,sat,sat,False,False
queens_n14,kissat_speedup_vs_method_k0,satsuma,78,1.6206896551724137,0.0,131.482,0.029,131.482,0.029,272914.0,sat,sat,False,False
queens_n14,models_ratio_vs_method_k0,dihedral_gen,78,0.36298537183120166,0.0,74.935,0.056,74.935,0.056,132706.0,sat,sat,False,False
queens_n14,tool_time_s,dihedral_gen,0,0.0,0.0,201.898,0.033,201.898,0.033,365596.0,sat,sat,False,False
queens_n14,total_d4_time_s,dihedral_gen,39,66.047,0.0,66.047,0.046,66.047,0.046,132810.0,sat,sat,False,False
queens_n14,total_kissat_time_s,satsuma,78,0.029,0.0,131.482,0.029,131.482,0.029,272914.0,sat,sat,False,False
queens_n14,d4_net_speedup_vs_method_k0,dihedral_gen,39,3.0568837343104156,0.0,66.047,0.046,66.047,0.046,132810.0,sat,sat,False,False
queens_n14,kissat_net_speedup_vs_method_k0,satsuma,78,1.6206896551724137,0.0,131.482,0.029,131.482,0.029,272914.0,sat,sat,False,False
rcsums_rc10_rcrand2,d4_time_s,sums_neighbors,88,0.081,0.03142809867858887,0.081,0.004,0.11242809867858887,0.03542809867858887,99.0,sat,sat,False,False
rcsums_rc10_rcrand2,kissat_time_s,satsuma,44,0.003,0.0,2.046,0.003,2.046,0.003,345937.0,sat,sat,False,False
rcsums_rc10_rcrand2,model_count,sums_neighbors,110,87.0,0.04292106628417969,0.114,0.007,0.15692106628417968,0.04992106628417969,87.0,sat,sat,False,False
rcsums_rc10_rcrand2,d4_speedup_vs_method_k0,sums_neighbors,88,17.555555555555554,0.03142809867858887,0.081,0.004,0.11242809867858887,0.03542809867858887,99.0,sat,sat,False,False
rcsums_rc10_rcrand2,kissat_speedup_vs_method_k0,satsuma,44,1.6666666666666667,0.0,2.046,0.003,2.046,0.003,345937.0,sat,sat,False,False
rcsums_rc10_rcrand2,models_ratio_vs_method_k0,sums_neighbors,110,2.8009581208468552e-05,0.04292106628417969,0.114,0.007,0.15692106628417968,0.04992106628417969,87.0,sat,sat,False,False
rcsums_rc10_rcrand2,tool_time_s,satsuma,0,0.0,0.0,1.627,0.005,1.627,0.005,3106080.0,sat,sat,False,False
rcsums_rc10_rcrand2,total_d4_time_s,sums_neighbors,88,0.11242809867858887,0.03142809867858887,0.081,0.004,0.11242809867858887,0.03542809867858887,99.0,sat,sat,False,False
rcsums_rc10_rcrand2,total_kissat_time_s,satsuma,44,0.003,0.0,2.046,0.003,2.046,0.003,345937.0,sat,sat,False,False
rcsums_rc10_rcrand2,d4_net_speedup_vs_method_k0,sums_neighbors,88,12.648083679376583,0.03142809867858887,0.081,0.004,0.11242809867858887,0.03542809867858887,99.0,sat,sat,False,False
rcsums_rc10_rcrand2,kissat_net_speedup_vs_method_k0,satsuma,44,1.6666666666666667,0.0,2.046,0.003,2.046,0.003,345937.0,sat,sat,False,False
rcsums_rc10_rcrand5,d4_time_s,satsuma,44,2685.79,0.0,2685.79,0.007,2685.79,0.007,,,sat,True,False
rcsums_rc10_rcrand5,kissat_time_s,satsuma,110,0.004,0.0,3373.29,0.004,3373.29,0.004,,,sat,True,False
rcsums_rc10_rcrand5,d4_speedup_vs_method_k0,satsuma,44,2.856813079205746,0.0,2685.79,0.007,2685.79,0.007,,,sat,True,False
rcsums_rc10_rcrand5,kissat_speedup_vs_method_k0,sums_neighbors,110,2.5,0.03173017501831055,5601.33,0.004,5601.361730175018,0.03573017501831055,,,sat,True,False
rcsums_rc10_rcrand5,tool_time_s,satsuma,0,0.0,0.0,7672.8,0.008,7672.8,0.008,,,sat,True,False
rcsums_rc10_rcrand5,total_d4_time_s,satsuma,44,2685.79,0.0,2685.79,0.007,2685.79,0.007,,,sat,True,False
rcsums_rc10_rcrand5,total_kissat_time_s,satsuma,110,0.004,0.0,3373.29,0.004,3373.29,0.004,,,sat,True,False
rcsums_rc10_rcrand5,d4_net_speedup_vs_method_k0,satsuma,44,2.856813079205746,0.0,2685.79,0.007,2685.79,0.007,,,sat,True,False
rcsums_rc10_rcrand5,kissat_net_speedup_vs_method_k0,satsuma,110,2.0,0.0,3373.29,0.004,3373.29,0.004,,,sat,True,False
rcsums_rc12_rcrand2,d4_time_s,sums_neighbors,124,0.111,0.06735110282897949,0.111,0.005,0.17835110282897948,0.0723511028289795,131.0,sat,sat,False,False
rcsums_rc12_rcrand2,kissat_time_s,satsuma,124,0.005,0.0,30.323,0.005,30.323,0.005,4725433.0,sat,sat,False,False
rcsums_rc12_rcrand2,model_count,sums_neighbors,124,131.0,0.06735110282897949,0.111,0.005,0.17835110282897948,0.0723511028289795,131.0,sat,sat,False,False
rcsums_rc12_rcrand2,d4_speedup_vs_method_k0,sums_neighbors,124,1678.4414414414414,0.06735110282897949,0.111,0.005,0.17835110282897948,0.0723511028289795,131.0,sat,sat,False,False
rcsums_rc12_rcrand2,kissat_speedup_vs_method_k0,sums_neighbors,31,1.4,0.01612377166748047,0.907,0.005,0.9231237716674805,0.02112377166748047,1280520.0,sat,sat,False,False
rcsums_rc12_rcrand2,models_ratio_vs_method_k0,sums_neighbors,124,3.2787213487308094e-06,0.06735110282897949,0.111,0.005,0.17835110282897948,0.0723511028289795,131.0,sat,sat,False,False
rcsums_rc12_rcrand2,tool_time_s,satsuma,0,0.0,0.0,114.168,0.006,114.168,0.006,39954600.0,sat,sat,False,False
rcsums_rc12_rcrand2,total_d4_time_s,sums_neighbors,124,0.17835110282897948,0.06735110282897949,0.111,0.005,0.17835110282897948,0.0723511028289795,131.0,sat,sat,False,False
rcsums_rc12_rcrand2,total_kissat_time_s,satsuma,124,0.005,0.0,30.323,0.005,30.323,0.005,4725433.0,sat,sat,False,False
rcsums_rc12_rcrand2,d4_net_speedup_vs_method_k0,sums_neighbors,124,1044.6080626630574,0.06735110282897949,0.111,0.005,0.17835110282897948,0.0723511028289795,131.0,sat,sat,False,False
rcsums_rc12_rcrand2,kissat_net_speedup_vs_method_k0,satsuma,124,1.2,0.0,30.323,0.005,30.323,0.005,4725433.0,sat,sat,False,False
rcsums_rc13_rcrand10,d4_time_s,satsuma,108,3803.01,0.0047223567962646484,3803.01,0.02,3803.0147223567965,0.02472235679626465,,,sat,True,False
rcsums_rc13_rcrand10,kissat_time_s,sums_neighbors,144,0.016,0.022992610931396484,8831.5,0.016,8831.522992610931,0.038992610931396485,,,sat,True,False
rcsums_rc13_rcrand10,d4_speedup_vs_method_k0,satsuma,108,3.6299141995419415,0.0047223567962646484,3803.01,0.02,3803.0147223567965,0.02472235679626465,,,sat,True,False
rcsums_rc13_rcrand10,kissat_speedup_vs_method_k0,satsuma,72,1.764705882352941,0.0,8053.12,0.017,8053.12,0.017,,,sat,True,False
rcsums_rc13_rcrand10,tool_time_s,satsuma,0,0.0,0.0,13804.6,0.03,13804.6,0.03,,,sat,True,False
rcsums_rc13_rcrand10,total_d4_time_s,satsuma,108,3803.0147223567965,0.0047223567962646484,3803.01,0.02,3803.0147223567965,0.02472235679626465,,,sat,True,False
rcsums_rc13_rcrand10,total_kissat_time_s,satsuma,72,0.017,0.0,8053.12,0.017,8053.12,0.017,,,sat,True,False
rcsums_rc13_rcrand10,d4_net_speedup_vs_method_k0,satsuma,108,3.6299096921310476,0.0047223567962646484,3803.01,0.02,3803.0147223567965,0.02472235679626465,,,sat,True,False
rcsums_rc13_rcrand10,kissat_net_speedup_vs_method_k0,satsuma,72,1.764705882352941,0.0,8053.12,0.017,8053.12,0.017,,,sat,True,False
rcsums_rc14_rcrand13,d4_time_s,satsuma,84,0.06,0.0,0.06,0.038,0.06,0.038,0.0,unsat,unsat,False,False
rcsums_rc14_rcrand13,kissat_time_s,satsuma,84,0.038,0.0,0.06,0.038,0.06,0.038,0.0,unsat,unsat,False,False
rcsums_rc14_rcrand13,model_count,satsuma,0,0.0,0.0,0.179,0.274,0.179,0.274,0.0,unsat,unsat,False,False
rcsums_rc14_rcrand13,d4_speedup_vs_method_k0,satsuma,84,2.9833333333333334,0.0,0.06,0.038,0.06,0.038,0.0,unsat,unsat,False,False
rcsums_rc14_rcrand13,kissat_speedup_vs_method_k0,satsuma,84,7.210526315789474,0.0,0.06,0.038,0.06,0.038,0.0,unsat,unsat,False,False
rcsums_rc14_rcrand13,tool_time_s,satsuma,0,0.0,0.0,0.179,0.274,0.179,0.274,0.0,unsat,unsat,False,False
rcsums_rc14_rcrand13,total_d4_time_s,satsuma,84,0.06,0.0,0.06,0.038,0.06,0.038,0.0,unsat,unsat,False,False
rcsums_rc14_rcrand13,total_kissat_time_s,satsuma,84,0.038,0.0,0.06,0.038,0.06,0.038,0.0,unsat,unsat,False,False
rcsums_rc14_rcrand13,d4_net_speedup_vs_method_k0,satsuma,84,2.9833333333333334,0.0,0.06,0.038,0.06,0.038,0.0,unsat,unsat,False,False
rcsums_rc14_rcrand13,kissat_net_speedup_vs_method_k0,satsuma,84,7.210526315789474,0.0,0.06,0.038,0.06,0.038,0.0,unsat,unsat,False,False
rcsums_rc15_rcrand3,d4_time_s,sums_neighbors,240,3853.78,0.2356126308441162,3853.78,0.027,3854.0156126308443,0.26261263084411623,,,sat,True,False
rcsums_rc15_rcrand3,kissat_time_s,satsuma,192,0.006,0.016033411026000977,4586.9,0.006,4586.916033411026,0.022033411026000975,,,sat,True,False
rcsums_rc15_rcrand3,d4_speedup_vs_method_k0,sums_neighbors,240,3.085178707658455,0.2356126308441162,3853.78,0.027,3854.0156126308443,0.26261263084411623,,,sat,True,False
rcsums_rc15_rcrand3,kissat_speedup_vs_method_k0,satsuma,192,4.833333333333333,0.016033411026000977,4586.9,0.006,4586.916033411026,0.022033411026000975,,,sat,True,False
rcsums_rc15_rcrand3,tool_time_s,satsuma,0,0.0,0.0,13422.4,0.029,13422.4,0.029,,,sat,True,False
rcsums_rc15_rcrand3,total_d4_time_s,sums_neighbors,240,3854.0156126308443,0.2356126308441162,3853.78,0.027,3854.0156126308443,0.26261263084411623,,,sat,True,False
rcsums_rc15_rcrand3,total_kissat_time_s,satsuma,144,0.008,0.0,8431.12,0.008,8431.12,0.008,,,sat,True,False
rcsums_rc15_rcrand3,d4_net_speedup_vs_method_k0,sums_neighbors,240,3.0849900973504027,0.2356126308441162,3853.78,0.027,3854.0156126308443,0.26261263084411623,,,sat,True,False
rcsums_rc15_rcrand3,kissat_net_speedup_vs_method_k0,satsuma,144,3.625,0.0,8431.12,0.008,8431.12,0.008,,,sat,True,False
